file	extension	original_path	relative_path	bytes	sha256	magic_hex	wad_hash	resolved_game_path	purpose	relevance	referenced_by
42ee6bdbfc9d170b.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\42ee6bdbfc9d170b.bin	Braum.wad/42ee6bdbfc9d170b.bin	80623	816de83efbd638e66c2c14e2ddcd6b676d0da12f91d4adbffc57c5b7162c0cab	50524f50030000000c0000003f034441	42ee6bdbfc9d170b	data/characters/braum/skins/skin11.bin	Property configuration and asset links	other skin/shared; see reference graph	
42f25b703b2122c8.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\42f25b703b2122c8.tex	Braum.wad/42f25b703b2122c8.tex	8204	ec9d11bda063435a74dc29f18cded4e7cb3d5b37bc717e5aff27322e6d3b00fb	5445580080008000010a000001000000	42f25b703b2122c8	assets/characters/braum/hud/braum_square.tex	League texture	other skin/shared; see reference graph	03e78a116663752e.bin;07f65b37fb75e834.bin;087454f36df0c471.bin;08e5b232f3994eee.bin;1eb4979be4e9320c.bin;21c14331eb9e3fdd.bin;23b85b75eb659166.bin;25c2b1d3f80a7166.bin;26fe02fb42fe5d0f.bin;3079df1f381a87bc.bin;36b00af025f54940.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;3e345a7cf645a903.bin;3f6a40609700ee85.bin;42ee6bdbfc9d170b.bin;4af4d37cc3da7630.bin;4b8cf46e9a27ff51.bin;4fe453abcf9c5181.bin;4fed391540044397.bin;5665076b09fc85c9.bin;5d7e7a1984eb745d.bin;60bd129d627e731e.bin;69066dbc18657bec.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;775c4474dbe4b86c.bin;7b9824cbef34ed4d.bin;7ca837cacce9639a.bin;812e1da9fe14f1ec.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;99f61b5c2dd61e45.bin;a44281cd843a8348.bin;a485c4b46181b64d.bin;a497a5055810256b.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;b4470b8fb5a238f6.bin;b511ce2cc52d55a4.bin;bb8b47c7d87589f7.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;cf092c39484cec07.bin;d01bf01d5611bc53.bin;d0b441e03335be65.bin;d3dbd3f84a5b8600.bin;d56c87aaf7fac0ee.bin;d8a52eb470baa538.bin;e1dfd1a549890037.bin;e250f290f6212f81.bin;e4dae9eea59fb2f8.bin;e63e7a9cbb51a42f.bin;eb9d53354a504663.bin;ed7ecf9170cfaaf8.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;f63b31a3da327a4f.bin;fbd72592f4eee68e.bin;ff9b3266cfca2ba6.bin
4309948fc686cc47.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4309948fc686cc47.tex	Braum.wad/4309948fc686cc47.tex	2756	62d7886c808ba67a76007e5d1f420c8d6510097168b2f6c6f05cc43a4ab1e2e7	5445580040004000010a0001d49cd09c	4309948fc686cc47	assets/characters/braum/skins/skin01/particles/braum_skin01_e_shield_rgba.tex	League texture	other skin/shared; see reference graph	1eb4979be4e9320c.bin;26fe02fb42fe5d0f.bin;3e345a7cf645a903.bin;4b8cf46e9a27ff51.bin;4fed391540044397.bin;5d7e7a1984eb745d.bin;69066dbc18657bec.bin;7b9824cbef34ed4d.bin;812e1da9fe14f1ec.bin;a497a5055810256b.bin;e250f290f6212f81.bin
4327f063d32ce435.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4327f063d32ce435.tex	Braum.wad/4327f063d32ce435.tex	699076	848d8efe9fd03027c218887c8abf0bd4c9723949b0ce3fcc94d2062b8c04d1fe	5445580000040004010a00014d934d72	4327f063d32ce435	assets/characters/braum/skins/skin38/braum_skin38_shield_tx_cm.tex	League texture	other skin/shared; see reference graph	f2aa871abddf9427.bin
43385e90d33de8a3.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\43385e90d33de8a3.tex	Braum.wad/43385e90d33de8a3.tex	10948	4b68aa8dbe217efa2da183a8c84bb5d8db2d4a8cc80d540e3f3d5af8eb75ba46	5445580080008000010a000144214410	43385e90d33de8a3	assets/characters/braum/skins/skin42/particles/braum_skin42_glow02_01.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
433e4ca7ef3f5af6.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\433e4ca7ef3f5af6.scb	Braum.wad/433e4ca7ef3f5af6.scb	57820	4dde489412a3cae8750175264f8b15fdb92026496b50b1f5068703b2b50a949e	723364324d65736802000200653a5c72	433e4ca7ef3f5af6	assets/characters/braum/skins/skin33/particles/braum_skin33_e_block_shock.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
434e9c84e462dccd.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\434e9c84e462dccd.tex	Braum.wad/434e9c84e462dccd.tex	87420	0663632204bcca0eae207a70de8a9aee2a8fc310ef788de1ae4bf2a4ff3ccd18	5445580000010001010c000111110000	434e9c84e462dccd	assets/characters/braum/skins/skin24/particles/braum_skin24_r_dirt_spatter1.tex	League texture	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
4363dac2d1f32ab9.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4363dac2d1f32ab9.tex	Braum.wad/4363dac2d1f32ab9.tex	174804	66bccf5eeddf95cb2c04d7278183af3926594de3dab1233de5077e393dbfe0d2	5445580000010004010a000141280108	4363dac2d1f32ab9	assets/characters/braum/skins/skin42/particles/braum_skin42_r_indicator_side02.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
437c8b7788f92c16.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\437c8b7788f92c16.tex	Braum.wad/437c8b7788f92c16.tex	87420	74362e1a2724a296e731677d0c654188df2f2d5d2b8ca54ff68d0a031cf66abc	5445580000010001010c000127270000	437c8b7788f92c16	assets/characters/braum/skins/skin02/particles/braum_skin02_ba_trail_cas.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
438f6b767d705965.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\438f6b767d705965.anm	Braum.wad/438f6b767d705965.anm	124226	927752888f617837cbd7753770b1b4eadc012efce8be1c8c7d87b01ab164f2ca	7233643263616e6d0100000036e50100	438f6b767d705965	assets/characters/braum/skins/skin02/animations/braum_skin02_recall.anm	Animation tracks	other skin/shared; see reference graph	6c0cf3da2d377385.bin
43e3d1ae4c0765b3.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\43e3d1ae4c0765b3.scb	Braum.wad/43e3d1ae4c0765b3.scb	5578	97651e8c5c7ba6fcc41a3d2de1963cb0e35f16647b532892c339cc76c648f863	723364324d6573680300020000000000	43e3d1ae4c0765b3	assets/characters/braum/skins/skin02/particles/braum_skin02_p_ice_shards.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	d0b441e03335be65.bin
43e9d74593dfbaec.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\43e9d74593dfbaec.tex	Braum.wad/43e9d74593dfbaec.tex	10948	ad806ed2e43cfea03b53ccfd687a1f1a72bec6faa5fad0ae445cc60d385f49e8	5445580080008000010a000161206100	43e9d74593dfbaec	assets/characters/braum/skins/skin51/particles/rainbowhalo_01.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
43ed74e7edac8385.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\43ed74e7edac8385.tex	Braum.wad/43ed74e7edac8385.tex	349556	de9b2627289d2e3e3099854e8dc5578869b9922531107d4278d6170f717edc7c	5445580000040002010a000127422631	43ed74e7edac8385	assets/characters/braum/skins/skin09/braum_skin09_tx_cm.tex	League texture	other skin/shared; see reference graph	4b8cf46e9a27ff51.bin
43f4001233eaf741.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\43f4001233eaf741.tex	Braum.wad/43f4001233eaf741.tex	5492	649b00e1539f1acf478407aa93ef6b8a19a79c5f896a77a0a5ed8d84337bbc06	5445580080004000010a00010f8c0f7c	43f4001233eaf741	assets/characters/braum/skins/skin33/particles/braum_skin33_colorgrad.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
44227a63982a0ad4.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\44227a63982a0ad4.tex	Braum.wad/44227a63982a0ad4.tex	21884	f510636fe3f009aa29ed707b828adfb178b63ce2c90b17a2d0282a0df5973e8a	5445580080008000010c000131310000	44227a63982a0ad4	assets/characters/braum/skins/skin33/particles/braum_skin33_einstein_04_mult.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
4439c5976f5bac10.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4439c5976f5bac10.tex	Braum.wad/4439c5976f5bac10.tex	87420	054c17bae4ecbc914394f0da1881af53a450d2307252fc56b7d466b3ee739447	5445580000010001010c00010d0d0000	4439c5976f5bac10	assets/characters/braum/skins/skin51/particles/braum_skin51_r_tar_flipbook.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
4442dece4d1199fe.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4442dece4d1199fe.tex	Braum.wad/4442dece4d1199fe.tex	87420	eb40760b9e72baba71d9e5ee7a5ff7b20185891a441acfa793251d96bf031525	5445580000010001010c00011b1b0000	4442dece4d1199fe	assets/characters/braum/skins/skin51/particles/braum_skin51_decal_11.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
4448c677d16f89c4.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4448c677d16f89c4.scb	Braum.wad/4448c677d16f89c4.scb	9628	835b0bfe16338037573a3fb188a5827221ec7106e6773fd9e6777e3aa43e57f0	723364324d65736802000200653a5c72	4448c677d16f89c4	assets/characters/braum/skins/skin42/particles/braum_skin42_base_q_knock_up_tar.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
44549545beac8b48.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\44549545beac8b48.tex	Braum.wad/44549545beac8b48.tex	349564	0acd75772efbddf974e7fee2481f7ab9b0f5da53115743fd9db7d32fdc45a03a	5445580000020002010c000108080000	44549545beac8b48	assets/characters/braum/skins/skin30/particles/braum_skin30_q_cookie_shard.tex	League texture	other skin/shared; see reference graph	a582cf4ad353f261.bin
44e294508e8559a6.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\44e294508e8559a6.tex	Braum.wad/44e294508e8559a6.tex	699100	f2fda180e4488dd20e6f17e4d143782805c0b6b539852cf5984b1d14fb9bd628	5445580000040002010c0001ffff0000	44e294508e8559a6	assets/characters/braum/skins/skin29/braum_skin29_tx_cm.tex	League texture	other skin/shared; see reference graph	caacae9cc35f0267.bin
44f606d7da315811.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\44f606d7da315811.anm	Braum.wad/44f606d7da315811.anm	964	b29858e885414a88291bde293c106234b3d8c3c5a01480cadc0ce636ed420542	7233643263616e6d01000000b8030000	44f606d7da315811	assets/characters/braum/skins/skin24/particles/braum_skin24_r_cake_shard_05.anm	Animation tracks	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
44fb3b4973d360d4.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\44fb3b4973d360d4.tex	Braum.wad/44fb3b4973d360d4.tex	21884	ecb0b6217daa22a3de11cbbe88c6dee01a994fb1852a9828cf5ec6fe6f054651	5445580080008000010c000147470000	44fb3b4973d360d4	assets/characters/braum/skins/skin02/particles/braum_skin02_i_clumps.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
4552fe0e631c4c7f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4552fe0e631c4c7f.tex	Braum.wad/4552fe0e631c4c7f.tex	21884	d534b50f0312b7d672ab3fd06be6e6a1c4ae36dd66688fd4a92bf6211de8cd54	5445580080008000010c000135350000	4552fe0e631c4c7f	assets/characters/braum/skins/skin51/particles/braum_ball32_02.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
459545630e6abb6d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\459545630e6abb6d.tex	Braum.wad/459545630e6abb6d.tex	21884	d84d32d7dae9670c7020aaa52c101594a9cb5a0412662dbd6feeefa047592acc	5445580080008000010c00011e1e0000	459545630e6abb6d	assets/characters/braum/skins/base/particles/braum_base_p_cooldowntimer.tex	League texture	base or shared candidate	b8bd8d39ea1d1810.bin;f63b31a3da327a4f.bin
45e29ab8cb66f6bf.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\45e29ab8cb66f6bf.tex	Braum.wad/45e29ab8cb66f6bf.tex	21884	86d879874e299d3955ea4caeb41022e2a84f59696ce4d800787e5899f52dbb96	5445580080008000010c000139390000	45e29ab8cb66f6bf	assets/characters/braum/skins/base/particles/braum_base_ba_hit_distort_circle.tex	League texture	base or shared candidate	2dc39c165f3aa923.bin;f63b31a3da327a4f.bin
45efe87628d4bf51.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\45efe87628d4bf51.tex	Braum.wad/45efe87628d4bf51.tex	43716	6e49f663d5fc8e9ee964b7716923a66e936334ea1dca828c4cbeaea9f9dfd5b7	5445580000010001010a000121204200	45efe87628d4bf51	assets/characters/braum/skins/skin24/particles/spark_edit_1.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin;3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
461cf0ddf294442f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\461cf0ddf294442f.tex	Braum.wad/461cf0ddf294442f.tex	87420	b88b32764444c0be51d8754fbb168b5a95c72e476d3192962f27dce2ea47c3f0	5445580000010001010c000113130000	461cf0ddf294442f	assets/characters/braum/skins/skin01/particles/braum_skin01_e_shield_smoke.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
461d0a901a3fc5bd.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\461d0a901a3fc5bd.scb	Braum.wad/461d0a901a3fc5bd.scb	2184	04792953808547bf84e60110b443a5914b12f451cc07ca98a823a981aa5d7158	723364324d6573680300020000000000	461d0a901a3fc5bd	assets/characters/braum/skins/skin51/particles/braum_skin51_cast_tendrils_z01.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
462a034dae84a379.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\462a034dae84a379.tex	Braum.wad/462a034dae84a379.tex	87420	6513cc73cdb5737ffa49c18f5664fbd28d0c6707da551de9b91cf695b361b70f	5445580000010001010c00010c0c0000	462a034dae84a379	assets/characters/braum/skins/skin51/particles/seraphine_skin24_glassshapes01.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
463202d2f26bc8e2.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\463202d2f26bc8e2.tex	Braum.wad/463202d2f26bc8e2.tex	43716	681b51e5b11220bc53bb800757cbcbf5416198a1591d57acf19a2b8a2700e45c	5445580000010001010a0001494a8529	463202d2f26bc8e2	assets/characters/braum/skins/skin42/particles/braum_skin42_q_revive_erosion.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
463c11014e7156cb.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\463c11014e7156cb.tex	Braum.wad/463c11014e7156cb.tex	5500	0bf0e5dc7784bae37619591d8e1d34f308f05cf5fcbc7274ae5ca3a702db794c	5445580040004000010c0001eded0000	463c11014e7156cb	assets/characters/braum/skins/skin10/particles/braum_base_r_teamhardbell_rgba.tex	League texture	other skin/shared; see reference graph	b8bd8d39ea1d1810.bin
464b5c4a30af21b7.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\464b5c4a30af21b7.tex	Braum.wad/464b5c4a30af21b7.tex	21884	ace11abff4b1832f5704f833ef65eaaf46f85972c2ee1456257fe8418be39863	5445580080008000010c000108080000	464b5c4a30af21b7	assets/characters/braum/skins/skin33/particles/braum_skin33_r_waterbullet.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;ac2d2bd054d44f09.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
467a258b162390fc.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\467a258b162390fc.tex	Braum.wad/467a258b162390fc.tex	21884	e372725609481ca0348a15d6f8f326970de4b05773b0d9c00fb28641137df460	5445580080008000010c000135350000	467a258b162390fc	assets/characters/braum/skins/skin51/particles/braum_skin51_glow_01.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
469b7ba3b10193ee.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\469b7ba3b10193ee.tex	Braum.wad/469b7ba3b10193ee.tex	349556	aa5d368225da098e62749d3fa027f897a564879939998242db5ef13594535f7f	5445580000040002010a00010649e729	469b7ba3b10193ee	assets/characters/braum/skins/skin03/braum_skin03_tx_cm.tex	League texture	other skin/shared; see reference graph	03e78a116663752e.bin
46c651b8314466a5.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\46c651b8314466a5.tex	Braum.wad/46c651b8314466a5.tex	349556	c58047212518d94968d74414492b3932733bf79f2306ac72c43c578e068b84ec	5445580000040002010a00018739a328	46c651b8314466a5	assets/characters/braum/skins/skin20/braum_skin20_tx_cm.tex	League texture	other skin/shared; see reference graph	3e345a7cf645a903.bin
475d346c6b721c19.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\475d346c6b721c19.tex	Braum.wad/475d346c6b721c19.tex	87420	bd9e150ecf7fc98a99c1a7b9a30ea949475c2a8a0f9b8d30903eb7dcb98f3d29	5445580000010001010c000116160000	475d346c6b721c19	assets/characters/braum/skins/skin42/particles/braum_skin42_p_bone04.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
47a4e5706c56fe15.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\47a4e5706c56fe15.tex	Braum.wad/47a4e5706c56fe15.tex	43740	ba1ae3ddc9b5fd78f0df6b8c840a05078fdceca12f6d6ccc2ee07170ab1e3202	5445580000018000010c0001ffff0000	47a4e5706c56fe15	assets/characters/braum/skins/skin02/particles/braum_skin02_ba_flash_tar.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
47ea695c34c4445d.skn	.skn	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\47ea695c34c4445d.skn	Braum.wad/47ea695c34c4445d.skn	6860	74f3e454fd70665ef7f30715384e8829705f3642c522f087f5c2b671a0ebb0b0	3322110004000100010000006c616d62	47ea695c34c4445d	assets/characters/braum/skins/skin33/particles/r_fish_03.skn	Skinned mesh with submeshes and vertex weights	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
47f822652c3d3374.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\47f822652c3d3374.tex	Braum.wad/47f822652c3d3374.tex	87420	1d65157c0735f2f67ee92fde41d9bacad23355ce2a6683601486bb8cbd3672fd	5445580000010001010c0001caca0000	47f822652c3d3374	assets/characters/braum/skins/base/braum_base_poro_tx_cm.tex	League texture	base or shared candidate	eb9d53354a504663.bin
4800ed5f2f6dfcf7.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4800ed5f2f6dfcf7.tex	Braum.wad/4800ed5f2f6dfcf7.tex	21876	deb32bd3ddad217bfe80e8afb4d3b3810608e9b03559a8f7e4bdf1f38bd98b4c	5445580000018000010a0001a410a008	4800ed5f2f6dfcf7	assets/characters/braum/skins/skin10/particles/braum_base_ba_flash_tar.tex	League texture	other skin/shared; see reference graph	2974de4048ee048b.bin;2dc39c165f3aa923.bin
4802036804e3035f.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4802036804e3035f.scb	Braum.wad/4802036804e3035f.scb	6472	d50cf7b1c19c602dfd0674f63f23e2c2da06ed54c9b1675af8535e18820156c6	723364324d6573680300020000000000	4802036804e3035f	assets/characters/braum/skins/skin33/particles/braum_skin33_e_palmtree_leafs.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
48163c79bdbd9e46.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\48163c79bdbd9e46.tex	Braum.wad/48163c79bdbd9e46.tex	87420	3ba2bcc99bbe4867d411c536946faf532c50ba7feac2330e87abfcf8974f504e	5445580000010001010c000163630000	48163c79bdbd9e46	assets/characters/braum/skins/base/particles/braum_base_r_ground_crack_02.tex	League texture	base or shared candidate	2dc39c165f3aa923.bin
4828505b5c6cc7d9.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4828505b5c6cc7d9.tex	Braum.wad/4828505b5c6cc7d9.tex	21884	41241eafa700d7aa8a280bc7d943c090005324d146d33777a5b8b4bda3ab977b	5445580080008000010c000139390000	4828505b5c6cc7d9	assets/characters/braum/skins/base/particles/common_aura_self.tex	League texture	base or shared candidate	2974de4048ee048b.bin;2ac87759d2643dea.bin;2dc39c165f3aa923.bin;d0b441e03335be65.bin;f2ef4463d62600e6.bin;f63b31a3da327a4f.bin;fca448d5ff3861b5.bin
48408d88f9dae89b.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\48408d88f9dae89b.tex	Braum.wad/48408d88f9dae89b.tex	21884	b9a388cde0688e413bab13a0a4fb1319de0de08fc57936187e9ddb4f3188fd94	5445580080008000010c00013c3c0000	48408d88f9dae89b	assets/characters/braum/skins/skin42/particles/braum_skin42_soft_glow.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
