file	extension	original_path	relative_path	bytes	sha256	magic_hex	wad_hash	resolved_game_path	purpose	relevance	referenced_by
7f7db88433168e90.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\7f7db88433168e90.tex	Braum.wad/7f7db88433168e90.tex	349564	f23221722cd42c20b9168b497110c976e439e989db4e5a94355e1b08c8aa2fe8	5445580000020002010c0001ffff0000	7f7db88433168e90		League texture	other skin/shared; see reference graph	
7fb00fbf32e68dac.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\7fb00fbf32e68dac.tex	Braum.wad/7fb00fbf32e68dac.tex	87420	8e967303c06f26ca8f5d8e7fc6ebd7e63dd006d3ef7b250e76fe2faad9880011	5445580000010001010c00011e1e0000	7fb00fbf32e68dac	assets/characters/braum/skins/skin42/particles/braum_skin42_q_front01.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
801974df701a0505.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\801974df701a0505.scb	Braum.wad/801974df701a0505.scb	16112	6ea7a6909521a789f279842686042fb8a389771e7a7de3ac5d6810ef084fdc0a	723364324d65736803000200653a5c72	801974df701a0505	assets/characters/braum/skins/skin24/particles/braum_skin24_ba_trail_01.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	02ab7e4623adf97e.bin
8061eddac55c2ac2.skn	.skn	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8061eddac55c2ac2.skn	Braum.wad/8061eddac55c2ac2.skn	73812	3eb1fb0cd2c885f3e2df867cd97ed9373abb3d4754c2342096873aad1a20781e	332211000400010001000000506f726f	8061eddac55c2ac2	assets/characters/braum/skins/skin33/particles/braum_skin33_poro_anim.skn	Skinned mesh with submeshes and vertex weights	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
8093359f200e23df.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8093359f200e23df.tex	Braum.wad/8093359f200e23df.tex	43732	f9471e3074f79b64df72ff091cb85f866e40c1699674c4e8be292f23f9970ecc	5445580000028000010a0001a839ab5a	8093359f200e23df	assets/characters/braum/skins/skin51/particles/braum_skin51_z_colorgrad.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
80e3ad7677f0f1ff.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\80e3ad7677f0f1ff.tex	Braum.wad/80e3ad7677f0f1ff.tex	87420	64ed2dbca9e1ea4add5e246eed21d940d90de89fb88d5a45f7d7539198ce21ed	5445580000010001010c000169690000	80e3ad7677f0f1ff	assets/characters/braum/skins/skin58/particles/braum_skin58_r_crack_04.tex	League texture	other skin/shared; see reference graph	08e5b232f3994eee.bin
80f9f971b933ad9a.skn	.skn	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\80f9f971b933ad9a.skn	Braum.wad/80f9f971b933ad9a.skn	15714	6dcbf6d229714190cd56c53ddc313e1757154be17ade30e5df9d978d353b87b9	3322110004000100010000006c616d62	80f9f971b933ad9a	assets/characters/braum/skins/skin10/particles/barum_skin10_r_tree.skn	Skinned mesh with submeshes and vertex weights	other skin/shared; see reference graph	f63b31a3da327a4f.bin
81065dafb2765697.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\81065dafb2765697.tex	Braum.wad/81065dafb2765697.tex	699076	2f26032784ccf9cc4b204b1ff3566c348600ddd89f049cfb07e8ff0c5e84f398	5445580000040004010a0001e8610652	81065dafb2765697		League texture	other skin/shared; see reference graph	
810ec3f3bb6d1322.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\810ec3f3bb6d1322.anm	Braum.wad/810ec3f3bb6d1322.anm	37670	29adc9bdb1a77d00ab67fd6458bec2aa879010b30ac5f297a7448d0e0221a7c9	7233643263616e6d010000001a930000	810ec3f3bb6d1322	assets/characters/braum/skins/skin11/animations/braum_skin11_spell3_idle-180.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
8116f61056fe0bc9.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8116f61056fe0bc9.tex	Braum.wad/8116f61056fe0bc9.tex	87420	ee4847564671285926502c6c27221df075bf9789d7474c1c0283a89accde31ae	5445580000010001010c000102020000	8116f61056fe0bc9	assets/characters/braum/skins/skin58/particles/braum_skin58_shield_tx_02.tex	League texture	other skin/shared; see reference graph	08e5b232f3994eee.bin
812e1da9fe14f1ec.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\812e1da9fe14f1ec.bin	Braum.wad/812e1da9fe14f1ec.bin	25302	b66ec56845c879c4cfb0de94d694cdfb22641e2d87931604277a3f37abc2bc59	50524f5003000000090000003f034441	812e1da9fe14f1ec	data/characters/braum/skins/skin22.bin	Property configuration and asset links	other skin/shared; see reference graph	
81303435606dd0aa.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\81303435606dd0aa.anm	Braum.wad/81303435606dd0aa.anm	69400	a7a713f2d33dc921806f0eef113454ae16f88ecdcec7f1732d75d95f257cccde	7233643263616e6d010000000c0f0100	81303435606dd0aa	assets/characters/braum/skins/base/animations/braum_dance_windup.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin
81395c3443a29708.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\81395c3443a29708.tex	Braum.wad/81395c3443a29708.tex	87420	557afb03ad13b761d11c53bfc043071c57cc5144fe038acb68faf26a74eb4cc9	5445580000010001010c00019a9a0000	81395c3443a29708	assets/characters/braum/skins/skin42/particles/braum_skin42_i_donut_normal.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
817272ba6d7c8615.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\817272ba6d7c8615.tex	Braum.wad/817272ba6d7c8615.tex	43716	06c0e2bbe9f25d606b52c47a3a38160019ddae8ade932b22b70bb35fc0df8563	5445580000010001010a0001a2102108	817272ba6d7c8615	assets/characters/braum/skins/skin10/particles/braum_base_ba_ring_tar.tex	League texture	other skin/shared; see reference graph	2dc39c165f3aa923.bin
817c582a24ef9629.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\817c582a24ef9629.tex	Braum.wad/817c582a24ef9629.tex	174788	25f962d25d5771409155b147a5726f1e23400d931898c2c5f9f76cc96b42cfc8	5445580000020002010a0001caa2ca82	817c582a24ef9629	assets/characters/braum/skins/skin17/particles/braum_skin17_q_mis.tex	League texture	other skin/shared; see reference graph	bb8b47c7d87589f7.bin
819ad0474943eedd.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\819ad0474943eedd.tex	Braum.wad/819ad0474943eedd.tex	21884	8c806c9888523203f8d8991f4b2cca6dedd8902b3972da0d1cbc711cc9fb8b9e	5445580080008000010c000143430000	819ad0474943eedd	assets/characters/braum/skins/skin24/particles/braum_skin24_q_cone_waves.tex	League texture	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
81a340e22b75f40a.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\81a340e22b75f40a.tex	Braum.wad/81a340e22b75f40a.tex	43716	c58a395f1c6a770e02e0df7d0457ec74dd2279a469b970e217f0efdfcd14bda1	5445580000010001010a000166216210	81a340e22b75f40a	assets/characters/braum/skins/skin33/particles/braum_skin33_w_shield_ground_decal_edit.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
81afeeb95320cf97.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\81afeeb95320cf97.tex	Braum.wad/81afeeb95320cf97.tex	87420	9d8a06939c90676897abab2034ffa95c492bc6d1992eb7eebfe30bc7e7468441	5445580000010001010c00012d2d0000	81afeeb95320cf97	assets/characters/braum/skins/skin01/particles/braum_skin01_r_ground_crack_02.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
81b587f0f6071310.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\81b587f0f6071310.tex	Braum.wad/81b587f0f6071310.tex	2756	a1c69c8e5ebb48a1165e19bea91203491f17a80c22f902d650fde82abbf4ec6d	5445580040004000010a0001cf7bce73	81b587f0f6071310	assets/characters/braum/skins/skin51/particles/braum_skin51_64.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
8207705f3f67110e.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8207705f3f67110e.tex	Braum.wad/8207705f3f67110e.tex	87420	6a11f1cde156d8106406eddb7c27d2473cf7f5f5db133bfec40cda44c8b01760	5445580000010001010c0001ffff0000	8207705f3f67110e	assets/characters/braum/skins/skin33/particles/braum_skin33_r_ground_nova.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
82a286b136640b8f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\82a286b136640b8f.tex	Braum.wad/82a286b136640b8f.tex	5500	6251a66108ce6a5ef1c816d2e4632898bf7f28cb24dd8949a89a4ff48d9d3430	5445580040004000010c0001afaf0000	82a286b136640b8f	assets/characters/braum/skins/base/particles/common_color-rampdown32.tex	League texture	base or shared candidate	2974de4048ee048b.bin;2dc39c165f3aa923.bin;d0b441e03335be65.bin;f63b31a3da327a4f.bin;fca448d5ff3861b5.bin
82a59262bdde8ed9.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\82a59262bdde8ed9.tex	Braum.wad/82a59262bdde8ed9.tex	349564	720460fec0f97711e224509ec887a5900c06e7bf167b7ab42482a58ad32273e7	5445580000020002010c0001acac0000	82a59262bdde8ed9	assets/characters/braum/skins/skin11/particles/braum_skin11_e_shieldtex.tex	League texture	other skin/shared; see reference graph	2974de4048ee048b.bin
82c69c58b966af73.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\82c69c58b966af73.anm	Braum.wad/82c69c58b966af73.anm	3012	3083510da66645689e87f082e756ce5cd6c50a2585a89e36310f63e538e25518	72336432616e6d6404000000b80b0000	82c69c58b966af73	assets/characters/braum/skins/base/particles/braum_base_r_ice_shard.anm	Animation tracks	base or shared candidate	2974de4048ee048b.bin;2dc39c165f3aa923.bin
8344679088827b66.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8344679088827b66.tex	Braum.wad/8344679088827b66.tex	1398140	19efd727b89836365ec8bdede3c8958c67c5fcec7817a2eddcf0e907c9c05507	5445580000040004010c0001ebeb0000	8344679088827b66	assets/characters/braum/skins/skin56/braum_skin56_shield_tx_cm.tex	League texture	other skin/shared; see reference graph	d56c87aaf7fac0ee.bin
835de372e09dd604.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\835de372e09dd604.tex	Braum.wad/835de372e09dd604.tex	87420	bdc8416137073774a1b47ab3ffbf88a767e8593ef1743bcc6bca7edd095818b8	5445580000010001010c0001ffff0000	835de372e09dd604	assets/characters/braum/skins/skin51/particles/braum_skin51_w_solar_circle.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
8361f1b2e2f195d6.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8361f1b2e2f195d6.tex	Braum.wad/8361f1b2e2f195d6.tex	349564	3b138bcd1db8d3d6e50ce1cb0c1d8db0106a9c5a07f034756a5a379c627295ff	5445580000020002010c00015a5a0000	8361f1b2e2f195d6	assets/characters/braum/skins/skin29/particles/braum_skin29_e_shield_first_block_01.tex	League texture	other skin/shared; see reference graph	caacae9cc35f0267.bin
83791e09b89a409b.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\83791e09b89a409b.tex	Braum.wad/83791e09b89a409b.tex	349564	4e2d23597effb0fd2e3cd8627d3c07f390eb2d6abfbaf381066f0279d78851bf	5445580000020002010c0001e4e40000	83791e09b89a409b	assets/characters/braum/skins/skin38/braum_skin38_palmtree_tx_cm.tex	League texture	other skin/shared; see reference graph	f2aa871abddf9427.bin
83c48fe905f12a99.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\83c48fe905f12a99.tex	Braum.wad/83c48fe905f12a99.tex	21884	0d1e61b096fa86e08ce4e714a0fb00b71e593b877ca8510ee4acf9adc0b1e35b	5445580080008000010c0001ffff0000	83c48fe905f12a99	assets/characters/braum/skins/skin42/particles/braum_skin42_1q_smokeerode.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
83d149dea419463b.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\83d149dea419463b.tex	Braum.wad/83d149dea419463b.tex	349556	d9446965905c224df52bc5a09dadea3970b0a4c4876e04a330bd2d4f40a8f045	5445580000040002010a0001a841a621	83d149dea419463b	assets/characters/braum/skins/skin22/braum_skin22_tx_cm.tex	League texture	other skin/shared; see reference graph	812e1da9fe14f1ec.bin
83e363de3482a691.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\83e363de3482a691.anm	Braum.wad/83e363de3482a691.anm	1034	2f9cee6c1845f76ddc3919121b9c321cdbb8d8163fb470dceea2c8a3971e4f87	7233643263616e6d01000000fe030000	83e363de3482a691	assets/characters/braum/skins/skin33/particles/braum_skin33_castle_1_amin.anm	Animation tracks	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
842f5561017bbf1f.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\842f5561017bbf1f.scb	Braum.wad/842f5561017bbf1f.scb	8952	cf7a08462398f9001b1f48ad2b86d8c12f8f9c33c8106a4f91a39ede12de8968	723364324d6573680300020000000000	842f5561017bbf1f	assets/characters/braum/skins/skin02/particles/braum_skin02_p_cooldowntimer.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	d0b441e03335be65.bin
84485ddef9cbabae.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\84485ddef9cbabae.tex	Braum.wad/84485ddef9cbabae.tex	87420	aa581cc955565289a957ebb7ec46c36532d6a1ea701d560c8541f2957397a7a7	5445580000010001010c000133330000	84485ddef9cbabae	assets/shared/particles/braum_base_i_shield_glow.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
8472740b0e05404a.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8472740b0e05404a.anm	Braum.wad/8472740b0e05404a.anm	85198	0451a84ac996ebee1fd64a80ced7a4d58f74e21393a36945572746666ad177bf	72336432616e6d6405000000c24c0100	8472740b0e05404a	assets/characters/braum/skins/skin10/animations/braum_skin04_recall_winddown.anm	Animation tracks	other skin/shared; see reference graph	57bea13d59e2af1a.bin
84b4ef1d45466ade.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\84b4ef1d45466ade.anm	Braum.wad/84b4ef1d45466ade.anm	55480	0d1ead89a5d04bb32b4ea492e5ec3fd7fdc16ba47ba3978d7ee34dcc16548213	72336432616e6d6405000000acd80000	84b4ef1d45466ade	assets/characters/braum/skins/skin10/animations/braum_skin04_homeguard_in.anm	Animation tracks	other skin/shared; see reference graph	57bea13d59e2af1a.bin
8501ca83dc6841aa.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8501ca83dc6841aa.anm	Braum.wad/8501ca83dc6841aa.anm	25370	aafc7f9265e3f27c165d45acfa362228755a705856b5dbed2cf0e277f59860c4	7233643263616e6d010000000e630000	8501ca83dc6841aa	assets/characters/braum/skins/base/animations/braum_run_haste_01.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin
851f080d84958020.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\851f080d84958020.tex	Braum.wad/851f080d84958020.tex	1398140	e6e0edb31ba46c3a0b95a8933f05d7e99e95694d74e95b43b85580c2abd63eb2	5445580000040004010c0001ebeb0000	851f080d84958020	assets/characters/braum/skins/skin54/braum_skin54_shield_tx_cm.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin
8538c06106220566.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8538c06106220566.tex	Braum.wad/8538c06106220566.tex	174788	190c753c1d9677edcbd46e02c604cfc11631702bbd7023bb128475fb245a3485	5445580000020002010a000130933073	8538c06106220566	assets/characters/braum/skins/skin38/braum_skin38_poro_tx_cm.tex	League texture	other skin/shared; see reference graph	f2aa871abddf9427.bin
85613894e951c71d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\85613894e951c71d.tex	Braum.wad/85613894e951c71d.tex	21884	5e86f7f3125c457a94f7bfd0cb1c1c47137195cc9042dbccc3119d32d167571e	5445580080008000010c000142420000	85613894e951c71d	assets/characters/braum/skins/skin01/particles/braum_skin01_p_base.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
858b8b63d5242a2f.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\858b8b63d5242a2f.anm	Braum.wad/858b8b63d5242a2f.anm	353612	0aad5cf62393529d765277802cd53f975b89aa48920b5d72a2d6ba9ac010fd97	7233643263616e6d0100000040650500	858b8b63d5242a2f	assets/characters/braum/skins/skin33/animations/recall.anm	Animation tracks	other skin/shared; see reference graph	d0fe19959c26552d.bin
858eb36d913ae7d1.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\858eb36d913ae7d1.tex	Braum.wad/858eb36d913ae7d1.tex	21876	de317659a0681c4c76f4463c71daf03a8bb715bba0fe69fcb39f4e69ae1ff53d	5445580000018000010a00016b896769	858eb36d913ae7d1	assets/characters/braum/skins/skin25/particles/braum_skin25_e_shield_override_01.tex	League texture	other skin/shared; see reference graph	3f6a40609700ee85.bin
85b6ae12b77de641.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\85b6ae12b77de641.tex	Braum.wad/85b6ae12b77de641.tex	87420	018b5e55310f746d3e77db0c0b585bf403badf3f1fcb9bacace4408c7c7e3260	5445580000010001010c000124240000	85b6ae12b77de641	assets/characters/braum/skins/skin33/particles/braum_skin02_p_mark_blend.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
85c8d2e4fa4a926c.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\85c8d2e4fa4a926c.tex	Braum.wad/85c8d2e4fa4a926c.tex	5500	a1366599725e8abc32492554eecd3d5b8755e4f2e953f7d7289e1dc226decf21	5445580040004000010c0001a1a10000	85c8d2e4fa4a926c	assets/characters/braum/skins/skin24/particles/braum_skin24_q_color_mult.tex	League texture	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
85dbdd700e0a5a51.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\85dbdd700e0a5a51.anm	Braum.wad/85dbdd700e0a5a51.anm	39320	312fe2ebb8dd3630b74cf283ad910b5f7c9b1761d46e99e5cb360b6ee109480c	7233643263616e6d010000008c990000	85dbdd700e0a5a51	assets/characters/braum/skins/skin11/animations/braum_spell3_run-179.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
861b2fab1e40af34.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\861b2fab1e40af34.scb	Braum.wad/861b2fab1e40af34.scb	9628	835b0bfe16338037573a3fb188a5827221ec7106e6773fd9e6777e3aa43e57f0	723364324d65736802000200653a5c72	861b2fab1e40af34	assets/characters/braum/skins/skin24/particles/braum_skin24_r_knock_up_tar.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	02ab7e4623adf97e.bin
8622e8e3e05c12d4.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8622e8e3e05c12d4.tex	Braum.wad/8622e8e3e05c12d4.tex	5500	0bf0e5dc7784bae37619591d8e1d34f308f05cf5fcbc7274ae5ca3a702db794c	5445580040004000010c0001eded0000	8622e8e3e05c12d4	assets/characters/braum/skins/skin02/particles/braum_skin02_r_teamhardbell_rgba.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
86ec909f66ece6c0.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\86ec909f66ece6c0.tex	Braum.wad/86ec909f66ece6c0.tex	21884	9f7054552b0a1c69ee5e9f3f79d94461a109cf4a790d2e80482fc6d87cd86ca1	5445580080008000010c00012d2d0000	86ec909f66ece6c0	assets/shared/particles/lux_skin07_circle_normal.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;ac2d2bd054d44f09.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
87279d502d510015.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87279d502d510015.tex	Braum.wad/87279d502d510015.tex	43740	c5561a6cbb90345e2230871b31dbc4efc88df76fd1920b5b9e5485971653297a	5445580000018000010c000136360000	87279d502d510015	assets/characters/braum/skins/skin33/particles/braum_skin33_r_hit_tar.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
8767b3c458d99ee6.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\8767b3c458d99ee6.tex	Braum.wad/8767b3c458d99ee6.tex	87420	05fffde66297ae8392f1fa14ed78d5590264af0b89d671a971501f692e853793	5445580000010001010c000150500000	8767b3c458d99ee6	assets/characters/braum/skins/skin51/particles/braum_skin51_w_items_noise_02.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
87a92d3beecbf1f5.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87a92d3beecbf1f5.scb	Braum.wad/87a92d3beecbf1f5.scb	27988	831bc1db36b916172513b6274ca07ac51fbcb16c73a33424d5b34a3260d233c2	723364324d6573680300020000000000	87a92d3beecbf1f5	assets/characters/braum/skins/skin42/particles/braum_skin42_e_shield_meat01.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
87bc05800636ccd4.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87bc05800636ccd4.tex	Braum.wad/87bc05800636ccd4.tex	87420	f06620e2eb2b7ad25285b5e7583d4a6ac422e4cdca5dab94a04360398e6c6090	5445580000010001010c000115150000	87bc05800636ccd4	assets/characters/braum/skins/skin51/particles/braum_skin51_06.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
87c30253442b90cd.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87c30253442b90cd.tex	Braum.wad/87c30253442b90cd.tex	87420	4f2f78556021df507a990d162415cb949a713ce453afdd2792238d69105393c4	5445580000010001010c000137370000	87c30253442b90cd	assets/characters/braum/skins/skin51/particles/braum_skin51_e_shield_ice_smoke.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
87c9be5da78e870f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87c9be5da78e870f.tex	Braum.wad/87c9be5da78e870f.tex	87420	cb4e79dac2a5cbb6048a2a58ac145db56b7a3491f27be2961f938c31d3a83c7a	5445580000010001010c000119190000	87c9be5da78e870f	assets/characters/braum/skins/skin51/particles/braum_skin51_ba_hit_circle_tar.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
87d88f12155b774d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87d88f12155b774d.tex	Braum.wad/87d88f12155b774d.tex	43716	31b5a958d86ea4b612f46beda98627a44efe73ecc04e5fc46ac01bf891f2217c	5445580000010001010a000116b676b5	87d88f12155b774d	assets/characters/braum/skins/skin33/particles/skin33_shield_mult.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
87e5dbae0ad4f1f1.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87e5dbae0ad4f1f1.anm	Braum.wad/87e5dbae0ad4f1f1.anm	66716	fcacd394bce66d4551d3ad44601cf9947ad6550fe702749f04da5e2ccee3af77	7233643263616e6d0100000090040100	87e5dbae0ad4f1f1	assets/characters/braum/skins/skin11/animations/braum_skin11_spell3_punch0.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
87ee01045c834446.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87ee01045c834446.tex	Braum.wad/87ee01045c834446.tex	87420	e95b9e9b7004be238e4de1976f14d5dcd06a42f72c58543f11b355b2049fde06	5445580000010001010c000124240000	87ee01045c834446	assets/characters/braum/skins/base/particles/braum_base_q_ground_dust.tex	League texture	base or shared candidate	2dc39c165f3aa923.bin
87f8d7d6ed6ae283.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\87f8d7d6ed6ae283.tex	Braum.wad/87f8d7d6ed6ae283.tex	349556	62a05394dfb21295c6e7f6847f8b57a3c9f8105cdfad8407935af91fecf6155c	5445580000040002010a0001c659a95a	87f8d7d6ed6ae283	assets/characters/braum/skins/skin10/braum_skin10_tx_cm.tex	League texture	other skin/shared; see reference graph	f63b31a3da327a4f.bin
